StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_BallotBoxStuffing,Informed Consent,NHST Screener ,Age Screener ,Position ,Appointment ,Appointment _4_TEXT,Gender,Gender_5_TEXT,Minority Status,country,HARKing V._4,Optional Stopping V._4,Hide Imputation V._1,Switch Analysis V._1,Selective Cov. V. _1,Exclude Selective V._1,Underreport Res. V._1,Omit non-sig. V._1,Selective Outcome V._1,Round P-value V._1,Hide Problems V._1,Attention Check,Descriptive 1,Injunctive 1,Engaged 1,Use 1,Support 1,Descriptive 2,Injunctive 2,Engaged 2,Use 2,Support 2,Descriptive 3,Injunctive 3,Engaged 3,Use 3,Support 3,Descriptive 4,Injunctive 4,Engaged 4,Use 4 ,Support 4 ,Descriptive 5,Injunctive 5,Engaged 5,Use 5,Support 5,Descriptive 6,Injunctive 6,Engaged 6,Use 6,Support 6 ,Descriptive 7,Injunctive 7,Engaged 7,Use 7 ,Support 7,Descriptive 8,Injunctive 8,Engaged 8,Use 8,Support 8,Descriptive 9,Injunctive 9,Engaged 9,Use 9,Support 9,Descriptive 10,Injunctive 10,Engaged 10,Use 10,Support 10,Descriptive 11,Injunctive 11,Engaged 11,Use 11 ,Support 11,Q99,PPQr_1,PPQr_2,PPQr_3,PPQr_4,PPQr_5,PPQr_6,PPQr_7,PPQr_8,PPQr_9,PPQr_10,PPQr_11,PPQr_12,PPQr_13,PPQr_14,PPQr_15,PPQr_16,PPQr_17,PPQr_18,PPQr_19,Social Desirability_1,Social Desirability_2,Social Desirability_3,Social Desirability_4,Social Desirability_5,Social Desirability_6,Social Desirability_7,Social Desirability_8,Social Desirability_9,Social Desirability_10,Social Desirability_11,Social Desirability_12,Social Desirability_13,Feedback,Q104,HARKing Statement A,Optional Stopping Statement A,Hide Imputation Statement A,Switch Analysis Selectively Statement A,Selectively Include Covariates Statement A,Exclude Data Selectively Statement A,Underreport Results Statement A,Omit non-significant Statement A,Selectively Report Outcomes Statement A,Round P-Values Statement A,Hide Problems Statement A
10/17/24 18:32,10/17/24 18:53,IP Address,3.104.220.158,98,1263,FALSE,10/24/24 18:53,R_4ikPElc82paQSj7,,,,,,,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Female,,No,Australia,-5,5,5,0,5,-2.5,-5,-5,-5,-5,5,Agree,20,Strongly disapprove,No,,Never,40,Somewhat disapprove,Yes,5,Rarely,20,Strongly disapprove,No,,Never,50,Somewhat approve,Yes,75,Often,20,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Often,20,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Never,No,Neither agree nor disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Totally agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Totally agree,Disagree,Agree,Disagree,Totally disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/17/24 18:06,10/17/24 18:58,IP Address,73.30.9.253,98,3158,FALSE,10/24/24 18:58,R_7TvBnwrE5UNgsyP,,,,,,,email,EN,0.699999988,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,No,United States of America,-5,-2.6,-4.6,-1.5,-4.5,-2.7,2.6,5,-3.4,3.5,5,Agree,33,Strongly disapprove,No,,Never,25,Somewhat disapprove,No,,Rarely,75,Somewhat disapprove,No,,Rarely,90,Strongly approve,Yes,25,Often,80,Somewhat disapprove,No,,Rarely,60,Somewhat disapprove,No,,Rarely,100,Somewhat approve,Yes,80,Often,60,Somewhat approve,Yes,50,Often,80,Somewhat approve,Yes,0,Almost always,90,Somewhat approve,Yes,20,Rarely,80,Somewhat disapprove,No,,Almost always,No,Disagree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Totally agree,Disagree,Totally disagree,Agree,Totally disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/17/24 18:55,10/17/24 19:03,IP Address,112.134.134.34,8,435,FALSE,10/24/24 19:03,R_4AFIaA8sQ1d0nHg,,,,,,,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Business school,,Female,,No,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/17/24 19:05,10/17/24 19:06,IP Address,66.56.32.18,8,66,FALSE,10/24/24 19:06,R_7Y8dFfAHus4nCc9,,,,,,,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Female,,No,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/17/24 18:46,10/17/24 19:06,IP Address,112.32.41.61,21,1213,FALSE,10/24/24 19:06,R_4Ehsn9VNlPM2DNv,,,,,,,email,EN,1,,I agree,Yes,Yes,Graduate student,Business school,,Male,,No,Ghana,-5,-5,5,-5,-5,5,-5,-5,-5,5,5,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Omit mentioning this data quality issue
10/17/24 19:06,10/17/24 19:07,IP Address,70.191.130.192,3,65,FALSE,10/24/24 19:07,R_3q8n0riO7jQrRkH,,,,,,,email,EN,1,,I agree,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 19:05,10/17/24 19:08,IP Address,192.140.149.224,8,143,FALSE,10/24/24 19:08,R_4HUVFib4NfNvFPr,,,,,,,email,EN,0.10000000149011612,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,No,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 19:07,10/17/24 19:08,IP Address,39.144.45.164,8,97,FALSE,10/24/24 19:08,R_4dXXWe7YCsou6ra,,,,,,,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Business school,,Male,,No,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/24 18:53,10/17/24 19:09,IP Address,99.229.6.106,98,948,FALSE,10/24/24 19:09,R_1WHlvwxgVyCpKhz,,,,,,,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,Yes,Canada,2.7,5,-5,2.7,-5,-2.5,2.7,-2.8,2.5,5,-5,Agree,50,Somewhat disapprove,No,,Rarely,70,Somewhat approve,Yes,10,Rarely,10,Somewhat disapprove,No,,Rarely,50,Somewhat approve,Yes,10,Rarely,20,Somewhat disapprove,No,,Rarely,10,Strongly disapprove,No,,Never,50,Somewhat disapprove,No,,Never,50,Somewhat disapprove,No,,Almost always,10,Somewhat disapprove,No,,Never,20,Strongly disapprove,No,,Never,20,Strongly disapprove,No,,Never,No,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Totally agree,Agree,Disagree,Agree,Agree,Agree,Agree,Totally agree,Disagree,Disagree,Totally agree,Totally disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Disclose the imputation in your methods section,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/24/24 19:13,10/24/24 19:13,IP Address,133.50.212.24,100,18,TRUE,10/24/24 19:13,R_1LxnOpJsanekeLn,,,,,43.0763,141.3654,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/24 19:05,10/24/24 19:32,IP Address,120.192.27.4,100,1578,TRUE,10/24/24 19:32,R_4tW5F8fKMwjasKt,,,,,36.6756,117.0211,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Business school,,Female,,No,China,2.6,2.6,2.6,-2.6,-2.7,-2.4,-2.5,2.9,2.6,2.8,-2.4,Agree,50,Somewhat approve,Yes,50,Often,80,Somewhat approve,Yes,60,Often,80,Somewhat approve,Yes,80,Often,90,Strongly approve,Yes,80,Often,80,Somewhat approve,Yes,50,Often,20,Somewhat disapprove,Yes,5,Rarely,80,Somewhat approve,Yes,80,Often,90,Somewhat approve,Yes,80,Often,90,Somewhat approve,Yes,90,Often,50,Somewhat approve,No,,Rarely,50,Somewhat disapprove,Yes,30,Rarely,Yes,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Totally disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/24/24 17:32,10/24/24 19:37,IP Address,116.110.43.62,100,7462,TRUE,10/24/24 19:37,R_44nOqvyoBMPZfT5,,,,,10.822,106.6257,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Business school,,Male,,Yes,Viet Nam,-5,-5,-5,-2.8,-5,-2.8,-5,-5,-5,-5,-5,Totally agree,95,Strongly approve,Yes,95,Often,100,Strongly approve,Yes,80,Rarely,95,Strongly disapprove,No,,Never,95,Strongly approve,Yes,95,Almost always,,Strongly disapprove,No,,Often,98,Strongly approve,Yes,90,Almost always,95,Strongly disapprove,No,,Often,95,Strongly approve,Yes,95,Almost always,95,Strongly approve,Yes,90,Almost always,90,Strongly approve,No,,Never,90,Strongly disapprove,Yes,90,Never,Yes,Disagree,Totally agree,Disagree,Agree,Totally agree,Totally agree,Disagree,Agree,Neither agree nor disagree,Totally agree,Totally agree,Neither agree nor disagree,Totally agree,Totally agree,Totally agree,Disagree,Disagree,Totally agree,Totally disagree,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,End survey,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Disclose the imputation in your methods section,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Leave the analyses as they are,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/24/24 19:36,10/24/24 19:37,IP Address,202.38.221.234,100,59,TRUE,10/24/24 19:37,R_4qIGftQveVmNvPW,,,,,23.1181,113.2539,email,EN,1,,I agree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/24 19:23,10/24/24 19:40,IP Address,152.58.156.178,100,1022,TRUE,10/24/24 19:40,R_8LLUpPw5xfrMk0N,,,,,23.3426,85.3099,email,EN,1,,I agree,Yes,Yes,Early-career academic/researcher,Business school,,Male,,No,India,3.1,3.4,5,2.2,-5,3.2,3.2,5,4.9,-3,5,Agree,70,Somewhat approve,Yes,70,Often,70,Somewhat approve,Yes,70,Almost always,20,Strongly disapprove,No,,Rarely,70,Somewhat approve,No,,Often,50,Somewhat disapprove,No,,Rarely,40,Somewhat disapprove,Yes,50,Often,20,Strongly disapprove,No,,Almost always,70,Somewhat disapprove,No,,Often,80,Somewhat approve,Yes,40,Rarely,50,Somewhat approve,No,,Often,30,Somewhat disapprove,No,,Rarely,Yes,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Totally agree,Agree,Agree,Agree,Agree,Agree,Totally agree,Agree,Agree,Totally agree,Agree,Agree,Agree,Totally disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,End and do not record my data,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Close data collection after obtaining the significant result,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,"Report all results, regardless of relevance to the story you want to tell in the publication","Report only those studies that 'worked' (i.e., consistent with the motivation theory)",Report all outcomes regardless of significance,Report the p-value without rounding when submitting for publication,Omit mentioning this data quality issue
10/17/24 19:36,10/17/24 19:47,IP Address,219.142.99.19,98,651,FALSE,10/24/24 19:47,R_4FD6b3qZlJBnYEV,,,,,,,email,EN,1,,I agree,Yes,Yes,Graduate student,Business school,,Female,,No,China,-2.6,4.9,2.7,4.9,2.6,2.6,-2.5,2.7,-2.6,2.7,-2.7,Agree,70,Somewhat approve,No,,Often,77,Somewhat approve,Yes,77,Often,66,Somewhat approve,No,,Rarely,60,Somewhat approve,Yes,56,Often,80,Somewhat approve,Yes,55,Rarely,66,Somewhat approve,No,,Often,99,Somewhat approve,Yes,99,Often,99,Somewhat approve,Yes,99,Rarely,89,Somewhat approve,Yes,99,Often,88,Somewhat approve,Yes,88,Often,99,Somewhat disapprove,No,,Rarely,No,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Totally disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,Rewrite your introduction to suggest that this effect was hypothesized originally to improve the paper’s publishability,Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Exclude non-significant covariates from your final paper submission,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/17/24 19:44,10/17/24 19:50,IP Address,120.210.147.173,0,369,FALSE,10/24/24 19:50,R_4BWoErCtbzexdxN,,,,,,,email,EN,1,,I agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Round down the p-value to meet the significance threshold when submitting for publication,Mention the data quality issue
10/17/24 19:42,10/17/24 19:51,IP Address,140.117.70.173,19,529,FALSE,10/24/24 19:51,R_4EhfcfEFzutyurr,,,,,,,email,EN,1,,I agree,Yes,Yes,Mid-career academic/researcher,Business school,,Male,,No,,,,4.5,-2.7,,,,-2.6,,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Close data collection after obtaining the significant result,Report your findings without noting the imputation,Switch to a different analysis method until you find a significant result,Exclude non-significant covariates from your final paper submission,Rerun the analyses and report those results if they are significant,Report only those results that are relevant to the story you want to tell in the publication,"Report only those studies that 'worked' (i.e., consistent with the motivation theory)","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
10/17/24 19:37,10/17/24 19:55,IP Address,157.15.7.107,98,1083,FALSE,10/24/24 19:55,R_4Jwwg0TjwT3BfR6,,,,,,,email,EN,1,,I agree,Yes,Yes,Senior academic/researcher,Other (please describe),Science park,Male,,No,Mongolia,2.6,-2.6,0.2,-2.4,-2.7,2.6,-2.6,2.6,2.7,-2.6,2.6,Agree,61,Somewhat disapprove,No,,Rarely,60,Somewhat disapprove,Yes,55,Rarely,65,Somewhat disapprove,No,,Rarely,40,Somewhat disapprove,No,,Rarely,55,Somewhat disapprove,No,,Rarely,55,Somewhat approve,Yes,50,Rarely,50,Somewhat approve,No,,Often,55,Somewhat approve,No,,Rarely,65,Somewhat approve,Yes,65,Often,45,Somewhat disapprove,No,,Often,65,Somewhat disapprove,No,,Rarely,Yes,Neither agree nor disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Totally disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,,,"Report the original hypotheses and results but integrate the unexpected finding as a secondary analysis, suggesting it could be the basis for future research",Continue collecting data as preregistered,Report your findings without noting the imputation,Simply report the results from your initial analysis,Report all covariates in the model regardless of significance,Leave the analyses as they are,Report only those results that are relevant to the story you want to tell in the publication,"Report all studies you ran, regardless of consistency with the theory","Highlight only the relevant, significant outcomes",Report the p-value without rounding when submitting for publication,Mention the data quality issue
